,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
1034,Legal occupations_Male,508.0,921,217.0,398,71.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1035,"Education, training, and library occupations_Male",1964.0,5476,2066.0,1945,430.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1036,"Arts, design, entertainment, sports, and media occupations_Male",1538.0,3719,2719.0,2387,409.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1038,Health diagnosing and treating practitioners and other technical occupations_Male,1527.0,2805,385.0,1733,65.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1039,Health technologists and technicians_Male,1493.0,2021,522.0,1658,225.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1041,Healthcare support occupations_Male,2792.0,2738,356.0,2126,425.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1043,"Fire fighting and prevention, and other protective service workers including supervisors_Male",5533.0,10403,2621.0,5150,890.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1044,Law enforcement workers including supervisors_Male,877.0,2280,467.0,3344,792.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1045,Food preparation and serving related occupations_Male,4732.0,8060,2758.0,4764,77.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1046,Building and grounds cleaning and maintenance occupations_Male,5910.0,11591,2624.0,5199,729.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1047,Personal care and service occupations_Male,3212.0,5145,1801.0,2807,339.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1049,Sales and related occupations_Male,7430.0,14292,4422.0,8512,509.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1050,Office and administrative support occupations_Male,9233.0,18429,5591.0,12123,893.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1052,"Farming, fishing, and forestry occupations_Male",57.0,106,0.0,210,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1053,Construction and extraction occupations_Male,5429.0,15460,1814.0,5253,488.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1054,"Installation, maintenance, and repair occupations_Male",3631.0,7844,1145.0,4216,243.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1056,Production occupations_Male,1991.0,4143,1476.0,2406,481.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1057,Transportation occupations_Male,12165.0,17912,3954.0,9186,567.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1058,Material moving occupations_Male,2656.0,4795,1472.0,3069,308.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1062,Management occupations_Female,6484.0,11453,5663.0,8059,551.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1063,Business and financial operations occupations_Female,3041.0,7743,3217.0,5694,346.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1065,Computer and mathematical occupations_Female,784.0,1554,523.0,886,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1066,Architecture and engineering occupations_Female,167.0,275,0.0,119,177.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1067,"Life, physical, and social science occupations_Female",330.0,709,391.0,361,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1069,Community and social service occupations_Female,5811.0,10280,2077.0,5595,641.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1070,Legal occupations_Female,492.0,1554,511.0,1185,93.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1071,"Education, training, and library occupations_Female",6446.0,16170,3241.0,8533,887.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1072,"Arts, design, entertainment, sports, and media occupations_Female",1102.0,2428,1912.0,1036,236.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1074,Health diagnosing and treating practitioners and other technical occupations_Female,5051.0,12874,3170.0,6121,739.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1075,Health technologists and technicians_Female,3516.0,7735,1063.0,3913,774.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1077,Healthcare support occupations_Female,18733.0,40318,3682.0,16764,2504.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1079,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1669.0,5033,402.0,1670,43.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1080,Law enforcement workers including supervisors_Female,729.0,2199,620.0,2145,204.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1081,Food preparation and serving related occupations_Female,3516.0,7131,2225.0,4808,436.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1082,Building and grounds cleaning and maintenance occupations_Female,4721.0,9033,1987.0,3569,21.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1083,Personal care and service occupations_Female,8492.0,18834,4360.0,7962,979.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1085,Sales and related occupations_Female,11186.0,16675,5950.0,9349,853.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1086,Office and administrative support occupations_Female,19159.0,38036,11615.0,19785,1105.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1088,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1089,Construction and extraction occupations_Female,323.0,381,0.0,573,52.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1090,"Installation, maintenance, and repair occupations_Female",172.0,288,428.0,110,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1092,Production occupations_Female,1010.0,2786,120.0,675,34.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1093,Transportation occupations_Female,1529.0,3791,642.0,1042,229.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1094,Material moving occupations_Female,874.0,654,0.0,219,0.0,BLACK OR AFRICAN AMERICAN ALONE,2014
1099,Management occupations_Male,5273.0,11019,4257.0,5765,,BLACK OR AFRICAN AMERICAN ALONE,2015
1100,Business and financial operations occupations_Male,3141.0,5348,3346.0,3977,,BLACK OR AFRICAN AMERICAN ALONE,2015
1102,Computer and mathematical occupations_Male,1739.0,3104,1451.0,1485,,BLACK OR AFRICAN AMERICAN ALONE,2015
1103,Architecture and engineering occupations_Male,285.0,1343,0.0,1365,,BLACK OR AFRICAN AMERICAN ALONE,2015
1104,"Life, physical, and social science occupations_Male",0.0,352,307.0,656,,BLACK OR AFRICAN AMERICAN ALONE,2015
1106,Community and social service occupations_Male,2977.0,5214,1103.0,1513,,BLACK OR AFRICAN AMERICAN ALONE,2015
1107,Legal occupations_Male,315.0,1549,432.0,331,,BLACK OR AFRICAN AMERICAN ALONE,2015
1108,"Education, training, and library occupations_Male",2296.0,5014,3421.0,2591,,BLACK OR AFRICAN AMERICAN ALONE,2015
1109,"Arts, design, entertainment, sports, and media occupations_Male",1123.0,3292,1714.0,776,,BLACK OR AFRICAN AMERICAN ALONE,2015
1111,Health diagnosing and treating practitioners and other technical occupations_Male,882.0,2413,958.0,1558,,BLACK OR AFRICAN AMERICAN ALONE,2015
1112,Health technologists and technicians_Male,2018.0,2169,290.0,1213,,BLACK OR AFRICAN AMERICAN ALONE,2015
1114,Healthcare support occupations_Male,2511.0,2263,914.0,1459,,BLACK OR AFRICAN AMERICAN ALONE,2015
1116,"Fire fighting and prevention, and other protective service workers including supervisors_Male",6526.0,9338,3114.0,4741,,BLACK OR AFRICAN AMERICAN ALONE,2015
1117,Law enforcement workers including supervisors_Male,1463.0,2896,708.0,2378,,BLACK OR AFRICAN AMERICAN ALONE,2015
1118,Food preparation and serving related occupations_Male,5118.0,8211,2164.0,3960,,BLACK OR AFRICAN AMERICAN ALONE,2015
1119,Building and grounds cleaning and maintenance occupations_Male,7466.0,12060,2787.0,7057,,BLACK OR AFRICAN AMERICAN ALONE,2015
1120,Personal care and service occupations_Male,2824.0,4652,1589.0,2379,,BLACK OR AFRICAN AMERICAN ALONE,2015
1122,Sales and related occupations_Male,5537.0,11798,3363.0,7556,,BLACK OR AFRICAN AMERICAN ALONE,2015
1123,Office and administrative support occupations_Male,12283.0,18245,5760.0,10878,,BLACK OR AFRICAN AMERICAN ALONE,2015
1125,"Farming, fishing, and forestry occupations_Male",0.0,235,80.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2015
1126,Construction and extraction occupations_Male,8890.0,12967,2203.0,8121,,BLACK OR AFRICAN AMERICAN ALONE,2015
1127,"Installation, maintenance, and repair occupations_Male",2077.0,8045,469.0,4329,,BLACK OR AFRICAN AMERICAN ALONE,2015
1129,Production occupations_Male,3121.0,6110,1384.0,2354,,BLACK OR AFRICAN AMERICAN ALONE,2015
1130,Transportation occupations_Male,8766.0,19814,5450.0,10199,,BLACK OR AFRICAN AMERICAN ALONE,2015
1131,Material moving occupations_Male,2762.0,4991,783.0,3084,,BLACK OR AFRICAN AMERICAN ALONE,2015
1135,Management occupations_Female,5985.0,10805,5306.0,6536,,BLACK OR AFRICAN AMERICAN ALONE,2015
1136,Business and financial operations occupations_Female,3511.0,7769,2447.0,4687,,BLACK OR AFRICAN AMERICAN ALONE,2015
1138,Computer and mathematical occupations_Female,465.0,1373,1580.0,747,,BLACK OR AFRICAN AMERICAN ALONE,2015
1139,Architecture and engineering occupations_Female,117.0,32,41.0,215,,BLACK OR AFRICAN AMERICAN ALONE,2015
1140,"Life, physical, and social science occupations_Female",257.0,755,225.0,189,,BLACK OR AFRICAN AMERICAN ALONE,2015
1142,Community and social service occupations_Female,5572.0,11168,3016.0,5522,,BLACK OR AFRICAN AMERICAN ALONE,2015
1143,Legal occupations_Female,723.0,1626,1043.0,1399,,BLACK OR AFRICAN AMERICAN ALONE,2015
1144,"Education, training, and library occupations_Female",7661.0,17385,3871.0,8465,,BLACK OR AFRICAN AMERICAN ALONE,2015
1145,"Arts, design, entertainment, sports, and media occupations_Female",903.0,2801,1607.0,759,,BLACK OR AFRICAN AMERICAN ALONE,2015
1147,Health diagnosing and treating practitioners and other technical occupations_Female,5998.0,12745,2411.0,5528,,BLACK OR AFRICAN AMERICAN ALONE,2015
1148,Health technologists and technicians_Female,3611.0,8554,825.0,4180,,BLACK OR AFRICAN AMERICAN ALONE,2015
1150,Healthcare support occupations_Female,19031.0,36730,4319.0,16334,,BLACK OR AFRICAN AMERICAN ALONE,2015
1152,"Fire fighting and prevention, and other protective service workers including supervisors_Female",2494.0,4828,1284.0,2322,,BLACK OR AFRICAN AMERICAN ALONE,2015
1153,Law enforcement workers including supervisors_Female,1347.0,3766,230.0,2326,,BLACK OR AFRICAN AMERICAN ALONE,2015
1154,Food preparation and serving related occupations_Female,5163.0,6027,1262.0,2840,,BLACK OR AFRICAN AMERICAN ALONE,2015
1155,Building and grounds cleaning and maintenance occupations_Female,3851.0,9667,2702.0,2606,,BLACK OR AFRICAN AMERICAN ALONE,2015
1156,Personal care and service occupations_Female,11470.0,20426,3503.0,8319,,BLACK OR AFRICAN AMERICAN ALONE,2015
1158,Sales and related occupations_Female,10014.0,18502,3696.0,10110,,BLACK OR AFRICAN AMERICAN ALONE,2015
1159,Office and administrative support occupations_Female,19684.0,38600,9335.0,23397,,BLACK OR AFRICAN AMERICAN ALONE,2015
1161,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2015
1162,Construction and extraction occupations_Female,168.0,499,185.0,220,,BLACK OR AFRICAN AMERICAN ALONE,2015
1163,"Installation, maintenance, and repair occupations_Female",169.0,456,69.0,347,,BLACK OR AFRICAN AMERICAN ALONE,2015
1165,Production occupations_Female,704.0,1518,909.0,1169,,BLACK OR AFRICAN AMERICAN ALONE,2015
1166,Transportation occupations_Female,1185.0,3323,498.0,2681,,BLACK OR AFRICAN AMERICAN ALONE,2015
1167,Material moving occupations_Female,362.0,696,91.0,729,,BLACK OR AFRICAN AMERICAN ALONE,2015
1172,Management occupations_Male,6161.0,10121,2755.0,5973,,BLACK OR AFRICAN AMERICAN ALONE,2016
1173,Business and financial operations occupations_Male,2106.0,5274,3287.0,3305,,BLACK OR AFRICAN AMERICAN ALONE,2016
1175,Computer and mathematical occupations_Male,1475.0,3229,1406.0,2305,,BLACK OR AFRICAN AMERICAN ALONE,2016
1176,Architecture and engineering occupations_Male,1483.0,1623,278.0,719,,BLACK OR AFRICAN AMERICAN ALONE,2016
1177,"Life, physical, and social science occupations_Male",74.0,479,57.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2016
1179,Community and social service occupations_Male,2407.0,3016,2228.0,2141,,BLACK OR AFRICAN AMERICAN ALONE,2016
1180,Legal occupations_Male,545.0,1593,880.0,743,,BLACK OR AFRICAN AMERICAN ALONE,2016
1181,"Education, training, and library occupations_Male",2120.0,5185,2477.0,2664,,BLACK OR AFRICAN AMERICAN ALONE,2016
1182,"Arts, design, entertainment, sports, and media occupations_Male",1017.0,4667,1342.0,2054,,BLACK OR AFRICAN AMERICAN ALONE,2016
1184,Health diagnosing and treating practitioners and other technical occupations_Male,1541.0,2676,286.0,1448,,BLACK OR AFRICAN AMERICAN ALONE,2016
1185,Health technologists and technicians_Male,1129.0,1555,0.0,1976,,BLACK OR AFRICAN AMERICAN ALONE,2016
1187,Healthcare support occupations_Male,2029.0,3426,640.0,2409,,BLACK OR AFRICAN AMERICAN ALONE,2016
1189,"Fire fighting and prevention, and other protective service workers including supervisors_Male",6167.0,8997,1765.0,6033,,BLACK OR AFRICAN AMERICAN ALONE,2016
1190,Law enforcement workers including supervisors_Male,825.0,2381,486.0,2270,,BLACK OR AFRICAN AMERICAN ALONE,2016
1191,Food preparation and serving related occupations_Male,6018.0,7160,2287.0,3279,,BLACK OR AFRICAN AMERICAN ALONE,2016
1192,Building and grounds cleaning and maintenance occupations_Male,6519.0,12689,3375.0,4784,,BLACK OR AFRICAN AMERICAN ALONE,2016
1193,Personal care and service occupations_Male,4309.0,5349,3448.0,2934,,BLACK OR AFRICAN AMERICAN ALONE,2016
1195,Sales and related occupations_Male,6924.0,14701,4051.0,9732,,BLACK OR AFRICAN AMERICAN ALONE,2016
1196,Office and administrative support occupations_Male,9971.0,19377,7018.0,9974,,BLACK OR AFRICAN AMERICAN ALONE,2016
1198,"Farming, fishing, and forestry occupations_Male",106.0,0,77.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2016
1199,Construction and extraction occupations_Male,6004.0,14609,2246.0,8144,,BLACK OR AFRICAN AMERICAN ALONE,2016
1200,"Installation, maintenance, and repair occupations_Male",5379.0,8578,1523.0,4461,,BLACK OR AFRICAN AMERICAN ALONE,2016
1202,Production occupations_Male,2938.0,4448,936.0,1772,,BLACK OR AFRICAN AMERICAN ALONE,2016
1203,Transportation occupations_Male,13912.0,19515,3416.0,11655,,BLACK OR AFRICAN AMERICAN ALONE,2016
1204,Material moving occupations_Male,3261.0,5032,918.0,2026,,BLACK OR AFRICAN AMERICAN ALONE,2016
1208,Management occupations_Female,7378.0,13537,4629.0,7982,,BLACK OR AFRICAN AMERICAN ALONE,2016
1209,Business and financial operations occupations_Female,3803.0,8653,2725.0,4605,,BLACK OR AFRICAN AMERICAN ALONE,2016
1211,Computer and mathematical occupations_Female,803.0,1627,638.0,1323,,BLACK OR AFRICAN AMERICAN ALONE,2016
1212,Architecture and engineering occupations_Female,94.0,721,0.0,138,,BLACK OR AFRICAN AMERICAN ALONE,2016
1213,"Life, physical, and social science occupations_Female",733.0,638,83.0,409,,BLACK OR AFRICAN AMERICAN ALONE,2016
1215,Community and social service occupations_Female,6876.0,12201,1865.0,6682,,BLACK OR AFRICAN AMERICAN ALONE,2016
1216,Legal occupations_Female,633.0,2389,1151.0,1659,,BLACK OR AFRICAN AMERICAN ALONE,2016
1217,"Education, training, and library occupations_Female",7492.0,16172,3078.0,8142,,BLACK OR AFRICAN AMERICAN ALONE,2016
1218,"Arts, design, entertainment, sports, and media occupations_Female",657.0,4197,1488.0,1361,,BLACK OR AFRICAN AMERICAN ALONE,2016
1220,Health diagnosing and treating practitioners and other technical occupations_Female,6870.0,11840,2582.0,5500,,BLACK OR AFRICAN AMERICAN ALONE,2016
1221,Health technologists and technicians_Female,3213.0,7540,1087.0,5352,,BLACK OR AFRICAN AMERICAN ALONE,2016
1223,Healthcare support occupations_Female,19825.0,36909,5452.0,15560,,BLACK OR AFRICAN AMERICAN ALONE,2016
1225,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1981.0,3512,1179.0,1348,,BLACK OR AFRICAN AMERICAN ALONE,2016
1226,Law enforcement workers including supervisors_Female,1539.0,3735,411.0,1841,,BLACK OR AFRICAN AMERICAN ALONE,2016
1227,Food preparation and serving related occupations_Female,3520.0,5682,2491.0,2657,,BLACK OR AFRICAN AMERICAN ALONE,2016
1228,Building and grounds cleaning and maintenance occupations_Female,5049.0,6981,1048.0,2568,,BLACK OR AFRICAN AMERICAN ALONE,2016
1229,Personal care and service occupations_Female,10461.0,20773,4458.0,8166,,BLACK OR AFRICAN AMERICAN ALONE,2016
1231,Sales and related occupations_Female,9413.0,18299,5711.0,9868,,BLACK OR AFRICAN AMERICAN ALONE,2016
1232,Office and administrative support occupations_Female,21079.0,35792,12022.0,21441,,BLACK OR AFRICAN AMERICAN ALONE,2016
1234,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2016
1235,Construction and extraction occupations_Female,133.0,360,321.0,170,,BLACK OR AFRICAN AMERICAN ALONE,2016
1236,"Installation, maintenance, and repair occupations_Female",378.0,829,48.0,164,,BLACK OR AFRICAN AMERICAN ALONE,2016
1238,Production occupations_Female,1302.0,1327,399.0,577,,BLACK OR AFRICAN AMERICAN ALONE,2016
1239,Transportation occupations_Female,1551.0,3496,372.0,2422,,BLACK OR AFRICAN AMERICAN ALONE,2016
1240,Material moving occupations_Female,714.0,751,205.0,487,,BLACK OR AFRICAN AMERICAN ALONE,2016
1245,Management occupations_Male,5846.0,9718,5792.0,5160,,BLACK OR AFRICAN AMERICAN ALONE,2017
1246,Business and financial operations occupations_Male,2595.0,4964,4101.0,3415,,BLACK OR AFRICAN AMERICAN ALONE,2017
1248,Computer and mathematical occupations_Male,794.0,4704,1922.0,2612,,BLACK OR AFRICAN AMERICAN ALONE,2017
1249,Architecture and engineering occupations_Male,767.0,1609,448.0,1635,,BLACK OR AFRICAN AMERICAN ALONE,2017
1250,"Life, physical, and social science occupations_Male",214.0,176,138.0,227,,BLACK OR AFRICAN AMERICAN ALONE,2017
1252,Community and social service occupations_Male,3296.0,3875,1279.0,1906,,BLACK OR AFRICAN AMERICAN ALONE,2017
1253,Legal occupations_Male,266.0,961,753.0,455,,BLACK OR AFRICAN AMERICAN ALONE,2017
1254,"Education, training, and library occupations_Male",3020.0,4586,1389.0,2544,,BLACK OR AFRICAN AMERICAN ALONE,2017
1255,"Arts, design, entertainment, sports, and media occupations_Male",980.0,4618,1959.0,2140,,BLACK OR AFRICAN AMERICAN ALONE,2017
1257,Health diagnosing and treating practitioners and other technical occupations_Male,1207.0,2058,466.0,1066,,BLACK OR AFRICAN AMERICAN ALONE,2017
1258,Health technologists and technicians_Male,1009.0,2610,210.0,1982,,BLACK OR AFRICAN AMERICAN ALONE,2017
1260,Healthcare support occupations_Male,2546.0,3237,363.0,2624,,BLACK OR AFRICAN AMERICAN ALONE,2017
1262,"Fire fighting and prevention, and other protective service workers including supervisors_Male",5469.0,10301,1829.0,5523,,BLACK OR AFRICAN AMERICAN ALONE,2017
1263,Law enforcement workers including supervisors_Male,1363.0,3299,659.0,2735,,BLACK OR AFRICAN AMERICAN ALONE,2017
1264,Food preparation and serving related occupations_Male,9043.0,7175,2388.0,3113,,BLACK OR AFRICAN AMERICAN ALONE,2017
1265,Building and grounds cleaning and maintenance occupations_Male,8897.0,10704,3093.0,6213,,BLACK OR AFRICAN AMERICAN ALONE,2017
1266,Personal care and service occupations_Male,4491.0,4904,1509.0,2582,,BLACK OR AFRICAN AMERICAN ALONE,2017
1268,Sales and related occupations_Male,7375.0,13377,5332.0,7664,,BLACK OR AFRICAN AMERICAN ALONE,2017
1269,Office and administrative support occupations_Male,15382.0,17775,6140.0,11917,,BLACK OR AFRICAN AMERICAN ALONE,2017
1271,"Farming, fishing, and forestry occupations_Male",133.0,0,0.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2017
1272,Construction and extraction occupations_Male,6865.0,14368,2000.0,8989,,BLACK OR AFRICAN AMERICAN ALONE,2017
1273,"Installation, maintenance, and repair occupations_Male",3187.0,6941,1479.0,4720,,BLACK OR AFRICAN AMERICAN ALONE,2017
1275,Production occupations_Male,1591.0,3199,1057.0,2123,,BLACK OR AFRICAN AMERICAN ALONE,2017
1276,Transportation occupations_Male,13437.0,18910,3936.0,12760,,BLACK OR AFRICAN AMERICAN ALONE,2017
1277,Material moving occupations_Male,2031.0,5097,1549.0,2157,,BLACK OR AFRICAN AMERICAN ALONE,2017
1281,Management occupations_Female,6509.0,11827,5118.0,6073,,BLACK OR AFRICAN AMERICAN ALONE,2017
1282,Business and financial operations occupations_Female,3273.0,8859,2962.0,5312,,BLACK OR AFRICAN AMERICAN ALONE,2017
1284,Computer and mathematical occupations_Female,704.0,2374,743.0,736,,BLACK OR AFRICAN AMERICAN ALONE,2017
1285,Architecture and engineering occupations_Female,62.0,396,721.0,108,,BLACK OR AFRICAN AMERICAN ALONE,2017
1286,"Life, physical, and social science occupations_Female",113.0,931,506.0,606,,BLACK OR AFRICAN AMERICAN ALONE,2017
1288,Community and social service occupations_Female,8235.0,9967,3055.0,4355,,BLACK OR AFRICAN AMERICAN ALONE,2017
1289,Legal occupations_Female,905.0,2297,2109.0,1080,,BLACK OR AFRICAN AMERICAN ALONE,2017
1290,"Education, training, and library occupations_Female",8713.0,18963,4327.0,8127,,BLACK OR AFRICAN AMERICAN ALONE,2017
1291,"Arts, design, entertainment, sports, and media occupations_Female",771.0,4618,1725.0,547,,BLACK OR AFRICAN AMERICAN ALONE,2017
1293,Health diagnosing and treating practitioners and other technical occupations_Female,5210.0,13497,1549.0,7039,,BLACK OR AFRICAN AMERICAN ALONE,2017
1294,Health technologists and technicians_Female,4335.0,7993,1418.0,5457,,BLACK OR AFRICAN AMERICAN ALONE,2017
1296,Healthcare support occupations_Female,22254.0,35527,4545.0,18520,,BLACK OR AFRICAN AMERICAN ALONE,2017
1298,"Fire fighting and prevention, and other protective service workers including supervisors_Female",3406.0,4876,1299.0,1883,,BLACK OR AFRICAN AMERICAN ALONE,2017
1299,Law enforcement workers including supervisors_Female,965.0,3830,563.0,1719,,BLACK OR AFRICAN AMERICAN ALONE,2017
1300,Food preparation and serving related occupations_Female,3737.0,7101,2465.0,3740,,BLACK OR AFRICAN AMERICAN ALONE,2017
1301,Building and grounds cleaning and maintenance occupations_Female,3290.0,8207,1312.0,3372,,BLACK OR AFRICAN AMERICAN ALONE,2017
1302,Personal care and service occupations_Female,10064.0,20647,3822.0,7561,,BLACK OR AFRICAN AMERICAN ALONE,2017
1304,Sales and related occupations_Female,9345.0,16002,5830.0,7784,,BLACK OR AFRICAN AMERICAN ALONE,2017
1305,Office and administrative support occupations_Female,21442.0,33769,10141.0,22323,,BLACK OR AFRICAN AMERICAN ALONE,2017
1307,"Farming, fishing, and forestry occupations_Female",0.0,0,210.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2017
1308,Construction and extraction occupations_Female,154.0,341,0.0,248,,BLACK OR AFRICAN AMERICAN ALONE,2017
1309,"Installation, maintenance, and repair occupations_Female",1195.0,446,0.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2017
1311,Production occupations_Female,485.0,1722,915.0,1615,,BLACK OR AFRICAN AMERICAN ALONE,2017
1312,Transportation occupations_Female,1086.0,5266,610.0,3319,,BLACK OR AFRICAN AMERICAN ALONE,2017
1313,Material moving occupations_Female,602.0,786,354.0,1510,,BLACK OR AFRICAN AMERICAN ALONE,2017
1318,Management occupations_Male,5170.0,8311,4840.0,5835,,BLACK OR AFRICAN AMERICAN ALONE,2018
1319,Business and financial operations occupations_Male,1273.0,5557,3087.0,3036,,BLACK OR AFRICAN AMERICAN ALONE,2018
1321,Computer and mathematical occupations_Male,2188.0,3891,1344.0,2180,,BLACK OR AFRICAN AMERICAN ALONE,2018
1322,Architecture and engineering occupations_Male,776.0,1527,172.0,1136,,BLACK OR AFRICAN AMERICAN ALONE,2018
1323,"Life, physical, and social science occupations_Male",313.0,972,159.0,660,,BLACK OR AFRICAN AMERICAN ALONE,2018
1325,Community and social service occupations_Male,1604.0,4111,811.0,1603,,BLACK OR AFRICAN AMERICAN ALONE,2018
1326,Legal occupations_Male,1022.0,1384,852.0,475,,BLACK OR AFRICAN AMERICAN ALONE,2018
1328,"Arts, design, entertainment, sports, and media occupations_Male",1774.0,4070,2102.0,2077,,BLACK OR AFRICAN AMERICAN ALONE,2018
1330,Health diagnosing and treating practitioners and other technical occupations_Male,1272.0,1950,964.0,1170,,BLACK OR AFRICAN AMERICAN ALONE,2018
1331,Health technologists and technicians_Male,2155.0,2175,231.0,1763,,BLACK OR AFRICAN AMERICAN ALONE,2018
1333,Healthcare support occupations_Male,4028.0,3785,820.0,2471,,BLACK OR AFRICAN AMERICAN ALONE,2018
1336,Law enforcement workers including supervisors_Male,914.0,4192,538.0,2359,,BLACK OR AFRICAN AMERICAN ALONE,2018
1337,Food preparation and serving related occupations_Male,7080.0,7192,2658.0,3847,,BLACK OR AFRICAN AMERICAN ALONE,2018
1338,Building and grounds cleaning and maintenance occupations_Male,10170.0,11378,5509.0,4847,,BLACK OR AFRICAN AMERICAN ALONE,2018
1339,Personal care and service occupations_Male,2735.0,3736,1645.0,2624,,BLACK OR AFRICAN AMERICAN ALONE,2018
1341,Sales and related occupations_Male,9390.0,10611,3123.0,6459,,BLACK OR AFRICAN AMERICAN ALONE,2018
1342,Office and administrative support occupations_Male,10639.0,14823,4267.0,10157,,BLACK OR AFRICAN AMERICAN ALONE,2018
1344,"Farming, fishing, and forestry occupations_Male",0.0,0,48.0,0,,BLACK OR AFRICAN AMERICAN ALONE,2018
1345,Construction and extraction occupations_Male,6204.0,13828,2278.0,8575,,BLACK OR AFRICAN AMERICAN ALONE,2018
1346,"Installation, maintenance, and repair occupations_Male",3203.0,5653,687.0,4920,,BLACK OR AFRICAN AMERICAN ALONE,2018
1348,Production occupations_Male,2407.0,3457,1197.0,1788,,BLACK OR AFRICAN AMERICAN ALONE,2018
1349,Transportation occupations_Male,13508.0,19486,4919.0,13738,,BLACK OR AFRICAN AMERICAN ALONE,2018
1350,Material moving occupations_Male,5753.0,8122,2612.0,5968,,BLACK OR AFRICAN AMERICAN ALONE,2018
1354,Management occupations_Female,6636.0,13408,6223.0,6950,,BLACK OR AFRICAN AMERICAN ALONE,2018
1355,Business and financial operations occupations_Female,3551.0,9387,2177.0,5062,,BLACK OR AFRICAN AMERICAN ALONE,2018
1357,Computer and mathematical occupations_Female,383.0,1803,939.0,794,,BLACK OR AFRICAN AMERICAN ALONE,2018
1358,Architecture and engineering occupations_Female,136.0,177,0.0,149,,BLACK OR AFRICAN AMERICAN ALONE,2018
1359,"Life, physical, and social science occupations_Female",337.0,829,655.0,499,,BLACK OR AFRICAN AMERICAN ALONE,2018
1361,Community and social service occupations_Female,5005.0,8674,2422.0,5150,,BLACK OR AFRICAN AMERICAN ALONE,2018
1362,Legal occupations_Female,1153.0,1893,727.0,1151,,BLACK OR AFRICAN AMERICAN ALONE,2018
1364,"Arts, design, entertainment, sports, and media occupations_Female",901.0,2797,1213.0,1682,,BLACK OR AFRICAN AMERICAN ALONE,2018
1366,Health diagnosing and treating practitioners and other technical occupations_Female,5642.0,13020,956.0,10301,,BLACK OR AFRICAN AMERICAN ALONE,2018
1367,Health technologists and technicians_Female,2960.0,6257,1100.0,5071,,BLACK OR AFRICAN AMERICAN ALONE,2018
1369,Healthcare support occupations_Female,24015.0,37835,5492.0,17512,,BLACK OR AFRICAN AMERICAN ALONE,2018
