"Occupations","Gender","Boroughs","year","Salary","year_range","Salary_avg"
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2012",31804,"year2010_2013",35142
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2013",42244,"year2010_2013",35142
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2014",29726,"year2014_2016",18834.3333333333
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2015",12982,"year2014_2016",18834.3333333333
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2016",13795,"year2014_2016",18834.3333333333
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2017",40155,"year2017_2019",32359
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2018",31301,"year2017_2019",32359
"Fire fighting and prevention, and other protective service workers including supervisors","Female","Richmond County","year2019",25621,"year2017_2019",32359
"Law enforcement workers including supervisors","Female","Bronx County","year2010",60306,"year2010_2013",51844.5
"Law enforcement workers including supervisors","Female","Bronx County","year2011",32464,"year2010_2013",51844.5
"Law enforcement workers including supervisors","Female","Bronx County","year2012",62358,"year2010_2013",51844.5
"Law enforcement workers including supervisors","Female","Bronx County","year2013",52250,"year2010_2013",51844.5
"Law enforcement workers including supervisors","Female","Bronx County","year2014",51788,"year2014_2016",59764
"Law enforcement workers including supervisors","Female","Bronx County","year2015",68754,"year2014_2016",59764
"Law enforcement workers including supervisors","Female","Bronx County","year2016",58750,"year2014_2016",59764
"Law enforcement workers including supervisors","Female","Bronx County","year2017",80857,"year2017_2019",62505.6666666667
"Law enforcement workers including supervisors","Female","Bronx County","year2018",56301,"year2017_2019",62505.6666666667
"Law enforcement workers including supervisors","Female","Bronx County","year2019",50359,"year2017_2019",62505.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2010",51037,"year2010_2013",56607
"Law enforcement workers including supervisors","Female","Kings County","year2011",53066,"year2010_2013",56607
"Law enforcement workers including supervisors","Female","Kings County","year2012",61212,"year2010_2013",56607
"Law enforcement workers including supervisors","Female","Kings County","year2013",61113,"year2010_2013",56607
"Law enforcement workers including supervisors","Female","Kings County","year2014",45063,"year2014_2016",51099.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2015",56482,"year2014_2016",51099.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2016",51754,"year2014_2016",51099.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2017",56277,"year2017_2019",55999.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2018",55125,"year2017_2019",55999.6666666667
"Law enforcement workers including supervisors","Female","Kings County","year2019",56597,"year2017_2019",55999.6666666667
"Law enforcement workers including supervisors","Female","New York County","year2010",63725,"year2010_2013",61616.5
"Law enforcement workers including supervisors","Female","New York County","year2011",66269,"year2010_2013",61616.5
"Law enforcement workers including supervisors","Female","New York County","year2012",60972,"year2010_2013",61616.5
"Law enforcement workers including supervisors","Female","New York County","year2013",55500,"year2010_2013",61616.5
"Law enforcement workers including supervisors","Female","New York County","year2014",82315,"year2014_2016",69232.3333333333
"Law enforcement workers including supervisors","Female","New York County","year2015",59663,"year2014_2016",69232.3333333333
"Law enforcement workers including supervisors","Female","New York County","year2016",65719,"year2014_2016",69232.3333333333
"Law enforcement workers including supervisors","Female","New York County","year2017",57099,"year2017_2019",67819
"Law enforcement workers including supervisors","Female","New York County","year2018",46140,"year2017_2019",67819
"Law enforcement workers including supervisors","Female","New York County","year2019",100218,"year2017_2019",67819
"Law enforcement workers including supervisors","Female","Queens County","year2010",56952,"year2010_2013",60374.75
"Law enforcement workers including supervisors","Female","Queens County","year2011",79327,"year2010_2013",60374.75
"Law enforcement workers including supervisors","Female","Queens County","year2012",52290,"year2010_2013",60374.75
"Law enforcement workers including supervisors","Female","Queens County","year2013",52930,"year2010_2013",60374.75
"Law enforcement workers including supervisors","Female","Queens County","year2014",65499,"year2014_2016",59822.3333333333
"Law enforcement workers including supervisors","Female","Queens County","year2015",54314,"year2014_2016",59822.3333333333
"Law enforcement workers including supervisors","Female","Queens County","year2016",59654,"year2014_2016",59822.3333333333
"Law enforcement workers including supervisors","Female","Queens County","year2017",61437,"year2017_2019",62535.6666666667
"Law enforcement workers including supervisors","Female","Queens County","year2018",60454,"year2017_2019",62535.6666666667
"Law enforcement workers including supervisors","Female","Queens County","year2019",65716,"year2017_2019",62535.6666666667
"Law enforcement workers including supervisors","Female","Richmond County","year2010",68071,"year2010_2013",77581
"Law enforcement workers including supervisors","Female","Richmond County","year2011",89852,"year2010_2013",77581
"Law enforcement workers including supervisors","Female","Richmond County","year2012",62321,"year2010_2013",77581
"Law enforcement workers including supervisors","Female","Richmond County","year2013",90080,"year2010_2013",77581
"Law enforcement workers including supervisors","Female","Richmond County","year2014",66406,"year2014_2016",69939.3333333333
"Law enforcement workers including supervisors","Female","Richmond County","year2015",75198,"year2014_2016",69939.3333333333
"Law enforcement workers including supervisors","Female","Richmond County","year2016",68214,"year2014_2016",69939.3333333333
"Law enforcement workers including supervisors","Female","Richmond County","year2017",55291,"year2017_2019",84560.6666666667
"Law enforcement workers including supervisors","Female","Richmond County","year2018",100054,"year2017_2019",84560.6666666667
"Law enforcement workers including supervisors","Female","Richmond County","year2019",98337,"year2017_2019",84560.6666666667
"Food preparation and serving related occupations","Female","Bronx County","year2010",13199,"year2010_2013",14398
"Food preparation and serving related occupations","Female","Bronx County","year2011",15532,"year2010_2013",14398
"Food preparation and serving related occupations","Female","Bronx County","year2012",12914,"year2010_2013",14398
"Food preparation and serving related occupations","Female","Bronx County","year2013",15947,"year2010_2013",14398
"Food preparation and serving related occupations","Female","Bronx County","year2014",15457,"year2014_2016",15704.6666666667
"Food preparation and serving related occupations","Female","Bronx County","year2015",15812,"year2014_2016",15704.6666666667
"Food preparation and serving related occupations","Female","Bronx County","year2016",15845,"year2014_2016",15704.6666666667
"Food preparation and serving related occupations","Female","Bronx County","year2017",17831,"year2017_2019",18431
"Food preparation and serving related occupations","Female","Bronx County","year2018",16820,"year2017_2019",18431
"Food preparation and serving related occupations","Female","Bronx County","year2019",20642,"year2017_2019",18431
"Food preparation and serving related occupations","Female","Kings County","year2010",20562,"year2010_2013",18519.5
"Food preparation and serving related occupations","Female","Kings County","year2011",18841,"year2010_2013",18519.5
"Food preparation and serving related occupations","Female","Kings County","year2012",16329,"year2010_2013",18519.5
"Food preparation and serving related occupations","Female","Kings County","year2013",18346,"year2010_2013",18519.5
"Food preparation and serving related occupations","Female","Kings County","year2014",15048,"year2014_2016",16014
"Food preparation and serving related occupations","Female","Kings County","year2015",15405,"year2014_2016",16014
"Food preparation and serving related occupations","Female","Kings County","year2016",17589,"year2014_2016",16014
"Food preparation and serving related occupations","Female","Kings County","year2017",21136,"year2017_2019",21438.6666666667
"Food preparation and serving related occupations","Female","Kings County","year2018",21799,"year2017_2019",21438.6666666667
"Food preparation and serving related occupations","Female","Kings County","year2019",21381,"year2017_2019",21438.6666666667
"Food preparation and serving related occupations","Female","New York County","year2010",16938,"year2010_2013",19589.25
"Food preparation and serving related occupations","Female","New York County","year2011",23286,"year2010_2013",19589.25
"Food preparation and serving related occupations","Female","New York County","year2012",17476,"year2010_2013",19589.25
"Food preparation and serving related occupations","Female","New York County","year2013",20657,"year2010_2013",19589.25
"Food preparation and serving related occupations","Female","New York County","year2014",16709,"year2014_2016",18502.6666666667
"Food preparation and serving related occupations","Female","New York County","year2015",18407,"year2014_2016",18502.6666666667
"Food preparation and serving related occupations","Female","New York County","year2016",20392,"year2014_2016",18502.6666666667
"Food preparation and serving related occupations","Female","New York County","year2017",21326,"year2017_2019",23009.3333333333
"Food preparation and serving related occupations","Female","New York County","year2018",22397,"year2017_2019",23009.3333333333
"Food preparation and serving related occupations","Female","New York County","year2019",25305,"year2017_2019",23009.3333333333
"Food preparation and serving related occupations","Female","Queens County","year2010",17752,"year2010_2013",17285.5
"Food preparation and serving related occupations","Female","Queens County","year2011",17409,"year2010_2013",17285.5
"Food preparation and serving related occupations","Female","Queens County","year2012",17265,"year2010_2013",17285.5
"Food preparation and serving related occupations","Female","Queens County","year2013",16716,"year2010_2013",17285.5
"Food preparation and serving related occupations","Female","Queens County","year2014",16587,"year2014_2016",17228
"Food preparation and serving related occupations","Female","Queens County","year2015",17835,"year2014_2016",17228
"Food preparation and serving related occupations","Female","Queens County","year2016",17262,"year2014_2016",17228
"Food preparation and serving related occupations","Female","Queens County","year2017",18718,"year2017_2019",21539.3333333333
"Food preparation and serving related occupations","Female","Queens County","year2018",21580,"year2017_2019",21539.3333333333
"Food preparation and serving related occupations","Female","Queens County","year2019",24320,"year2017_2019",21539.3333333333
"Food preparation and serving related occupations","Female","Richmond County","year2010",12368,"year2010_2013",13571.5
"Food preparation and serving related occupations","Female","Richmond County","year2011",16152,"year2010_2013",13571.5
"Food preparation and serving related occupations","Female","Richmond County","year2012",10226,"year2010_2013",13571.5
"Food preparation and serving related occupations","Female","Richmond County","year2013",15540,"year2010_2013",13571.5
"Food preparation and serving related occupations","Female","Richmond County","year2014",8185,"year2014_2016",14586.3333333333
"Food preparation and serving related occupations","Female","Richmond County","year2015",14615,"year2014_2016",14586.3333333333
"Food preparation and serving related occupations","Female","Richmond County","year2016",20959,"year2014_2016",14586.3333333333
"Food preparation and serving related occupations","Female","Richmond County","year2017",17051,"year2017_2019",21382
"Food preparation and serving related occupations","Female","Richmond County","year2018",23052,"year2017_2019",21382
"Food preparation and serving related occupations","Female","Richmond County","year2019",24043,"year2017_2019",21382
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2010",15825,"year2010_2013",16500.25
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2011",14850,"year2010_2013",16500.25
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2012",17613,"year2010_2013",16500.25
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2013",17713,"year2010_2013",16500.25
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2014",16578,"year2014_2016",15872.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2015",16136,"year2014_2016",15872.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2016",14904,"year2014_2016",15872.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2017",16308,"year2017_2019",20973.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2018",22461,"year2017_2019",20973.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Bronx County","year2019",24151,"year2017_2019",20973.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2010",17426,"year2010_2013",16477
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2011",16561,"year2010_2013",16477
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2012",15875,"year2010_2013",16477
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2013",16046,"year2010_2013",16477
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2014",15027,"year2014_2016",16594
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2015",15359,"year2014_2016",16594
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2016",19396,"year2014_2016",16594
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2017",20294,"year2017_2019",22142.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2018",20365,"year2017_2019",22142.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Kings County","year2019",25769,"year2017_2019",22142.6666666667
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2010",14168,"year2010_2013",17357.5
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2011",16025,"year2010_2013",17357.5
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2012",17514,"year2010_2013",17357.5
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2013",21723,"year2010_2013",17357.5
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2014",19865,"year2014_2016",17095.3333333333
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2015",15391,"year2014_2016",17095.3333333333
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2016",16030,"year2014_2016",17095.3333333333
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2017",19357,"year2017_2019",23890.6666666667
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2018",20653,"year2017_2019",23890.6666666667
"Building and grounds cleaning and maintenance occupations","Female","New York County","year2019",31662,"year2017_2019",23890.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2010",17997,"year2010_2013",17551.5
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2011",19311,"year2010_2013",17551.5
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2012",16769,"year2010_2013",17551.5
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2013",16129,"year2010_2013",17551.5
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2014",17617,"year2014_2016",17778.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2015",16085,"year2014_2016",17778.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2016",19634,"year2014_2016",17778.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2017",20524,"year2017_2019",23211.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2018",23177,"year2017_2019",23211.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Queens County","year2019",25934,"year2017_2019",23211.6666666667
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2010",15901,"year2010_2013",15614.75
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2011",23196,"year2010_2013",15614.75
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2012",11378,"year2010_2013",15614.75
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2013",11984,"year2010_2013",15614.75
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2014",14912,"year2014_2016",28155.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2015",39269,"year2014_2016",28155.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2016",30285,"year2014_2016",28155.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2017",35837,"year2017_2019",27029.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2018",23082,"year2017_2019",27029.3333333333
"Building and grounds cleaning and maintenance occupations","Female","Richmond County","year2019",22169,"year2017_2019",27029.3333333333
"Personal care and service occupations","Female","Bronx County","year2010",14790,"year2010_2013",14231.75
"Personal care and service occupations","Female","Bronx County","year2011",14557,"year2010_2013",14231.75
"Personal care and service occupations","Female","Bronx County","year2012",14529,"year2010_2013",14231.75
"Personal care and service occupations","Female","Bronx County","year2013",13051,"year2010_2013",14231.75
"Personal care and service occupations","Female","Bronx County","year2014",14119,"year2014_2016",14304.6666666667
"Personal care and service occupations","Female","Bronx County","year2015",13995,"year2014_2016",14304.6666666667
"Personal care and service occupations","Female","Bronx County","year2016",14800,"year2014_2016",14304.6666666667
"Personal care and service occupations","Female","Bronx County","year2017",14984,"year2017_2019",16449
"Personal care and service occupations","Female","Bronx County","year2018",16002,"year2017_2019",16449
"Personal care and service occupations","Female","Bronx County","year2019",18361,"year2017_2019",16449
"Personal care and service occupations","Female","Kings County","year2010",16918,"year2010_2013",16927.5
"Personal care and service occupations","Female","Kings County","year2011",16185,"year2010_2013",16927.5
"Personal care and service occupations","Female","Kings County","year2012",17790,"year2010_2013",16927.5
"Personal care and service occupations","Female","Kings County","year2013",16817,"year2010_2013",16927.5
"Personal care and service occupations","Female","Kings County","year2014",18458,"year2014_2016",18530.6666666667
"Personal care and service occupations","Female","Kings County","year2015",16922,"year2014_2016",18530.6666666667
"Personal care and service occupations","Female","Kings County","year2016",20212,"year2014_2016",18530.6666666667
"Personal care and service occupations","Female","Kings County","year2017",20387,"year2017_2019",21086.6666666667
"Personal care and service occupations","Female","Kings County","year2018",21218,"year2017_2019",21086.6666666667
"Personal care and service occupations","Female","Kings County","year2019",21655,"year2017_2019",21086.6666666667
"Personal care and service occupations","Female","New York County","year2010",16656,"year2010_2013",15644
"Personal care and service occupations","Female","New York County","year2011",15232,"year2010_2013",15644
"Personal care and service occupations","Female","New York County","year2012",15001,"year2010_2013",15644
"Personal care and service occupations","Female","New York County","year2013",15687,"year2010_2013",15644
"Personal care and service occupations","Female","New York County","year2014",17158,"year2014_2016",17470.3333333333
"Personal care and service occupations","Female","New York County","year2015",20180,"year2014_2016",17470.3333333333
"Personal care and service occupations","Female","New York County","year2016",15073,"year2014_2016",17470.3333333333
"Personal care and service occupations","Female","New York County","year2017",17104,"year2017_2019",19150.3333333333
"Personal care and service occupations","Female","New York County","year2018",20002,"year2017_2019",19150.3333333333
"Personal care and service occupations","Female","New York County","year2019",20345,"year2017_2019",19150.3333333333
"Personal care and service occupations","Female","Queens County","year2010",16229,"year2010_2013",16815.25
"Personal care and service occupations","Female","Queens County","year2011",15985,"year2010_2013",16815.25
"Personal care and service occupations","Female","Queens County","year2012",16866,"year2010_2013",16815.25
"Personal care and service occupations","Female","Queens County","year2013",18181,"year2010_2013",16815.25
"Personal care and service occupations","Female","Queens County","year2014",15100,"year2014_2016",16094.6666666667
"Personal care and service occupations","Female","Queens County","year2015",15550,"year2014_2016",16094.6666666667
"Personal care and service occupations","Female","Queens County","year2016",17634,"year2014_2016",16094.6666666667
"Personal care and service occupations","Female","Queens County","year2017",19584,"year2017_2019",21295
"Personal care and service occupations","Female","Queens County","year2018",19037,"year2017_2019",21295
"Personal care and service occupations","Female","Queens County","year2019",25264,"year2017_2019",21295
"Personal care and service occupations","Female","Richmond County","year2010",19713,"year2010_2013",18166.75
"Personal care and service occupations","Female","Richmond County","year2011",16898,"year2010_2013",18166.75
"Personal care and service occupations","Female","Richmond County","year2012",15985,"year2010_2013",18166.75
"Personal care and service occupations","Female","Richmond County","year2013",20071,"year2010_2013",18166.75
"Personal care and service occupations","Female","Richmond County","year2014",17694,"year2014_2016",17802.3333333333
"Personal care and service occupations","Female","Richmond County","year2015",16354,"year2014_2016",17802.3333333333
"Personal care and service occupations","Female","Richmond County","year2016",19359,"year2014_2016",17802.3333333333
"Personal care and service occupations","Female","Richmond County","year2017",18526,"year2017_2019",22309.3333333333
"Personal care and service occupations","Female","Richmond County","year2018",24457,"year2017_2019",22309.3333333333
"Personal care and service occupations","Female","Richmond County","year2019",23945,"year2017_2019",22309.3333333333
"Sales and related occupations","Female","Bronx County","year2010",13706,"year2010_2013",13593.5
"Sales and related occupations","Female","Bronx County","year2011",12999,"year2010_2013",13593.5
"Sales and related occupations","Female","Bronx County","year2012",14199,"year2010_2013",13593.5
"Sales and related occupations","Female","Bronx County","year2013",13470,"year2010_2013",13593.5
"Sales and related occupations","Female","Bronx County","year2014",15245,"year2014_2016",15534.6666666667
"Sales and related occupations","Female","Bronx County","year2015",15231,"year2014_2016",15534.6666666667
"Sales and related occupations","Female","Bronx County","year2016",16128,"year2014_2016",15534.6666666667
"Sales and related occupations","Female","Bronx County","year2017",15631,"year2017_2019",17441.6666666667
"Sales and related occupations","Female","Bronx County","year2018",16485,"year2017_2019",17441.6666666667
"Sales and related occupations","Female","Bronx County","year2019",20209,"year2017_2019",17441.6666666667
"Sales and related occupations","Female","Kings County","year2010",20135,"year2010_2013",19937.5
"Sales and related occupations","Female","Kings County","year2011",18885,"year2010_2013",19937.5
"Sales and related occupations","Female","Kings County","year2012",20171,"year2010_2013",19937.5
"Sales and related occupations","Female","Kings County","year2013",20559,"year2010_2013",19937.5
"Sales and related occupations","Female","Kings County","year2014",20309,"year2014_2016",19185.3333333333
"Sales and related occupations","Female","Kings County","year2015",16906,"year2014_2016",19185.3333333333
"Sales and related occupations","Female","Kings County","year2016",20341,"year2014_2016",19185.3333333333
"Sales and related occupations","Female","Kings County","year2017",24180,"year2017_2019",25188.3333333333
"Sales and related occupations","Female","Kings County","year2018",26505,"year2017_2019",25188.3333333333
"Sales and related occupations","Female","Kings County","year2019",24880,"year2017_2019",25188.3333333333
"Sales and related occupations","Female","New York County","year2010",41546,"year2010_2013",43047
"Sales and related occupations","Female","New York County","year2011",37358,"year2010_2013",43047
"Sales and related occupations","Female","New York County","year2012",42354,"year2010_2013",43047
"Sales and related occupations","Female","New York County","year2013",50930,"year2010_2013",43047
"Sales and related occupations","Female","New York County","year2014",50879,"year2014_2016",49459.6666666667
"Sales and related occupations","Female","New York County","year2015",46255,"year2014_2016",49459.6666666667
"Sales and related occupations","Female","New York County","year2016",51245,"year2014_2016",49459.6666666667
"Sales and related occupations","Female","New York County","year2017",52972,"year2017_2019",53295.3333333333
"Sales and related occupations","Female","New York County","year2018",55084,"year2017_2019",53295.3333333333
"Sales and related occupations","Female","New York County","year2019",51830,"year2017_2019",53295.3333333333
"Sales and related occupations","Female","Queens County","year2010",21003,"year2010_2013",18750.5
"Sales and related occupations","Female","Queens County","year2011",16611,"year2010_2013",18750.5
"Sales and related occupations","Female","Queens County","year2012",17049,"year2010_2013",18750.5
"Sales and related occupations","Female","Queens County","year2013",20339,"year2010_2013",18750.5
"Sales and related occupations","Female","Queens County","year2014",19878,"year2014_2016",19940.6666666667
"Sales and related occupations","Female","Queens County","year2015",20232,"year2014_2016",19940.6666666667
"Sales and related occupations","Female","Queens County","year2016",19712,"year2014_2016",19940.6666666667
"Sales and related occupations","Female","Queens County","year2017",23044,"year2017_2019",22939.3333333333
"Sales and related occupations","Female","Queens County","year2018",22396,"year2017_2019",22939.3333333333
"Sales and related occupations","Female","Queens County","year2019",23378,"year2017_2019",22939.3333333333
"Sales and related occupations","Female","Richmond County","year2010",20782,"year2010_2013",19173.5
"Sales and related occupations","Female","Richmond County","year2011",18992,"year2010_2013",19173.5
"Sales and related occupations","Female","Richmond County","year2012",18264,"year2010_2013",19173.5
"Sales and related occupations","Female","Richmond County","year2013",18656,"year2010_2013",19173.5
"Sales and related occupations","Female","Richmond County","year2014",27864,"year2014_2016",24871.3333333333
"Sales and related occupations","Female","Richmond County","year2015",24538,"year2014_2016",24871.3333333333
"Sales and related occupations","Female","Richmond County","year2016",22212,"year2014_2016",24871.3333333333
"Sales and related occupations","Female","Richmond County","year2017",17352,"year2017_2019",21685
"Sales and related occupations","Female","Richmond County","year2018",25831,"year2017_2019",21685
"Sales and related occupations","Female","Richmond County","year2019",21872,"year2017_2019",21685
"Office and administrative support occupations","Female","Bronx County","year2010",32243,"year2010_2013",33503.75
"Office and administrative support occupations","Female","Bronx County","year2011",33050,"year2010_2013",33503.75
"Office and administrative support occupations","Female","Bronx County","year2012",35334,"year2010_2013",33503.75
"Office and administrative support occupations","Female","Bronx County","year2013",33388,"year2010_2013",33503.75
"Office and administrative support occupations","Female","Bronx County","year2014",33695,"year2014_2016",32969.6666666667
"Office and administrative support occupations","Female","Bronx County","year2015",31199,"year2014_2016",32969.6666666667
"Office and administrative support occupations","Female","Bronx County","year2016",34015,"year2014_2016",32969.6666666667
"Office and administrative support occupations","Female","Bronx County","year2017",32159,"year2017_2019",34430
"Office and administrative support occupations","Female","Bronx County","year2018",35577,"year2017_2019",34430
"Office and administrative support occupations","Female","Bronx County","year2019",35554,"year2017_2019",34430
"Office and administrative support occupations","Female","Kings County","year2010",31659,"year2010_2013",31967.25
"Office and administrative support occupations","Female","Kings County","year2011",31813,"year2010_2013",31967.25
"Office and administrative support occupations","Female","Kings County","year2012",32372,"year2010_2013",31967.25
"Office and administrative support occupations","Female","Kings County","year2013",32025,"year2010_2013",31967.25
"Office and administrative support occupations","Female","Kings County","year2014",32181,"year2014_2016",33039.6666666667
"Office and administrative support occupations","Female","Kings County","year2015",33690,"year2014_2016",33039.6666666667
"Office and administrative support occupations","Female","Kings County","year2016",33248,"year2014_2016",33039.6666666667
"Office and administrative support occupations","Female","Kings County","year2017",35236,"year2017_2019",36320
"Office and administrative support occupations","Female","Kings County","year2018",36274,"year2017_2019",36320
"Office and administrative support occupations","Female","Kings County","year2019",37450,"year2017_2019",36320
"Office and administrative support occupations","Female","New York County","year2010",40056,"year2010_2013",36794.75
"Office and administrative support occupations","Female","New York County","year2011",35614,"year2010_2013",36794.75
"Office and administrative support occupations","Female","New York County","year2012",34682,"year2010_2013",36794.75
"Office and administrative support occupations","Female","New York County","year2013",36827,"year2010_2013",36794.75
"Office and administrative support occupations","Female","New York County","year2014",38024,"year2014_2016",38128.3333333333
"Office and administrative support occupations","Female","New York County","year2015",37046,"year2014_2016",38128.3333333333
"Office and administrative support occupations","Female","New York County","year2016",39315,"year2014_2016",38128.3333333333
"Office and administrative support occupations","Female","New York County","year2017",39227,"year2017_2019",43700.6666666667
"Office and administrative support occupations","Female","New York County","year2018",46525,"year2017_2019",43700.6666666667
"Office and administrative support occupations","Female","New York County","year2019",45350,"year2017_2019",43700.6666666667
"Office and administrative support occupations","Female","Queens County","year2010",32627,"year2010_2013",33960.5
"Office and administrative support occupations","Female","Queens County","year2011",32772,"year2010_2013",33960.5
"Office and administrative support occupations","Female","Queens County","year2012",34357,"year2010_2013",33960.5
"Office and administrative support occupations","Female","Queens County","year2013",36086,"year2010_2013",33960.5
"Office and administrative support occupations","Female","Queens County","year2014",35048,"year2014_2016",35771
"Office and administrative support occupations","Female","Queens County","year2015",36105,"year2014_2016",35771
"Office and administrative support occupations","Female","Queens County","year2016",36160,"year2014_2016",35771
"Office and administrative support occupations","Female","Queens County","year2017",36523,"year2017_2019",38965.6666666667
"Office and administrative support occupations","Female","Queens County","year2018",39432,"year2017_2019",38965.6666666667
"Office and administrative support occupations","Female","Queens County","year2019",40942,"year2017_2019",38965.6666666667
"Office and administrative support occupations","Female","Richmond County","year2010",31707,"year2010_2013",34102.75
"Office and administrative support occupations","Female","Richmond County","year2011",36950,"year2010_2013",34102.75
"Office and administrative support occupations","Female","Richmond County","year2012",35302,"year2010_2013",34102.75
"Office and administrative support occupations","Female","Richmond County","year2013",32452,"year2010_2013",34102.75
"Office and administrative support occupations","Female","Richmond County","year2014",33633,"year2014_2016",35973.6666666667
"Office and administrative support occupations","Female","Richmond County","year2015",35430,"year2014_2016",35973.6666666667
"Office and administrative support occupations","Female","Richmond County","year2016",38858,"year2014_2016",35973.6666666667
"Office and administrative support occupations","Female","Richmond County","year2017",37466,"year2017_2019",39744.6666666667
"Office and administrative support occupations","Female","Richmond County","year2018",40767,"year2017_2019",39744.6666666667
"Office and administrative support occupations","Female","Richmond County","year2019",41001,"year2017_2019",39744.6666666667
"Farming, fishing, and forestry occupations","Female","Bronx County","year2010",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2011",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2012",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2013",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2014",4288,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2015",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2016",NA,"year2014_2016",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2017",21164,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2018",NA,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Bronx County","year2019",22278,"year2017_2019",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2010",7675,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2011",57955,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2012",18482,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2013",NA,"year2010_2013",NA
"Farming, fishing, and forestry occupations","Female","Kings County","year2014",4044,"year2014_2016",NA
